clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
kamar sempit banget . [ [S] [A] [O],parkiran luas sekali . [ [S] [A] [O],[S] negative [A] kamar [O] sempit banget,[S] positive [A] parkiran [O] luas sekali,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 74597, 275, 8943, 455]]","[[508, 50, 60, 6785, 508, 32, 60, 6118, 54690, 508, 46, 60, 24743, 300, 43834, 7956]]"
kamar sempit banget . [ [O] [A] [S],parkiran luas sekali . [ [O] [A] [S],[O] sempit banget [A] kamar [S] negative,[O] luas sekali [A] parkiran [S] positive,"[[508, 46, 60, 74597, 275, 8943, 455, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 24743, 300, 43834, 7956, 508, 32, 60, 6118, 54690, 508, 50, 60, 6785]]"
kamar sempit banget . [ [O] [S] [A],parkiran luas sekali . [ [O] [S] [A],[O] sempit banget [S] negative [A] kamar,[O] luas sekali [S] positive [A] parkiran,"[[508, 46, 60, 74597, 275, 8943, 455, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 24743, 300, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 6118, 54690]]"
kamar luas dekat stasiun balapan . [ [A] [O] [S],lampu rusak dekat stasiun balapan . [ [A] [O] [S],[A] kamar [O] luas [S] positive,[A] lampu [O] rusak [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 24743, 300, 508, 50, 60, 6785]]","[[508, 32, 60, 27962, 84, 508, 46, 60, 52454, 585, 508, 50, 60, 8225]]"
kamar luas dekat stasiun balapan . [ [A] [S] [O],lampu rusak dekat stasiun balapan . [ [A] [S] [O],[A] kamar [S] positive [O] luas,[A] lampu [S] negative [O] rusak,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 24743, 300]]","[[508, 32, 60, 27962, 84, 508, 50, 60, 8225, 508, 46, 60, 52454, 585]]"
kamar luas dekat stasiun balapan . [ [S] [A] [O],lampu rusak dekat stasiun balapan . [ [S] [A] [O],[S] positive [A] kamar [O] luas,[S] negative [A] lampu [O] rusak,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 24743, 300]]","[[508, 50, 60, 8225, 508, 32, 60, 27962, 84, 508, 46, 60, 52454, 585]]"
kamar luas dekat stasiun balapan . [ [O] [A] [S],lampu rusak dekat stasiun balapan . [ [O] [A] [S],[O] luas [A] kamar [S] positive,[O] rusak [A] lampu [S] negative,"[[508, 46, 60, 24743, 300, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 52454, 585, 508, 32, 60, 27962, 84, 508, 50, 60, 8225]]"
kamar luas dekat stasiun balapan . [ [O] [S] [A],lampu rusak dekat stasiun balapan . [ [O] [S] [A],[O] luas [S] positive [A] kamar,[O] rusak [S] negative [A] lampu,"[[508, 46, 60, 24743, 300, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 52454, 585, 508, 50, 60, 8225, 508, 32, 60, 27962, 84]]"
wastafel macet . [ [A] [O] [S],suasana nya buruk . [ [A] [O] [S],[A] wastafel [O] macet [S] negative,[A] suasana nya [O] buruk [S] negative,"[[508, 32, 60, 40321, 2577, 301, 508, 46, 60, 8978, 295, 508, 50, 60, 8225]]","[[508, 32, 60, 52097, 3362, 75189, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
wastafel macet . [ [A] [S] [O],suasana nya buruk . [ [A] [S] [O],[A] wastafel [S] negative [O] macet,[A] suasana nya [S] negative [O] buruk,"[[508, 32, 60, 40321, 2577, 301, 508, 50, 60, 8225, 508, 46, 60, 8978, 295]]","[[508, 32, 60, 52097, 3362, 75189, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
wastafel macet . [ [S] [A] [O],suasana nya buruk . [ [S] [A] [O],[S] negative [A] wastafel [O] macet,[S] negative [A] suasana nya [O] buruk,"[[508, 50, 60, 8225, 508, 32, 60, 40321, 2577, 301, 508, 46, 60, 8978, 295]]","[[508, 50, 60, 8225, 508, 32, 60, 52097, 3362, 75189, 508, 46, 60, 7795, 3101]]"
wastafel macet . [ [O] [A] [S],suasana nya buruk . [ [O] [A] [S],[O] macet [A] wastafel [S] negative,[O] buruk [A] suasana nya [S] negative,"[[508, 46, 60, 8978, 295, 508, 32, 60, 40321, 2577, 301, 508, 50, 60, 8225]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 52097, 3362, 75189, 508, 50, 60, 8225]]"
wastafel macet . [ [O] [S] [A],suasana nya buruk . [ [O] [S] [A],[O] macet [S] negative [A] wastafel,[O] buruk [S] negative [A] suasana nya,"[[508, 46, 60, 8978, 295, 508, 50, 60, 8225, 508, 32, 60, 40321, 2577, 301]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 52097, 3362, 75189]]"
tetapi tidak disediakan air mineral di dalam kamar . [ [A] [O] [S],tetapi kasur terasa empuk di dalam kamar . [ [A] [O] [S],[A] air mineral [O] tidak disediakan [S] negative,[A] kasur [O] terasa empuk [S] positive,"[[508, 32, 60, 3720, 24136, 508, 46, 60, 27281, 827, 19048, 19262, 508, 50, 60, 8225]]","[[508, 32, 60, 47656, 324, 508, 46, 60, 1982, 15428, 8486, 3101, 508, 50, 60, 6785]]"
tetapi tidak disediakan air mineral di dalam kamar . [ [A] [S] [O],tetapi kasur terasa empuk di dalam kamar . [ [A] [S] [O],[A] air mineral [S] negative [O] tidak disediakan,[A] kasur [S] positive [O] terasa empuk,"[[508, 32, 60, 3720, 24136, 508, 50, 60, 8225, 508, 46, 60, 27281, 827, 19048, 19262]]","[[508, 32, 60, 47656, 324, 508, 50, 60, 6785, 508, 46, 60, 1982, 15428, 8486, 3101]]"
tetapi tidak disediakan air mineral di dalam kamar . [ [S] [A] [O],tetapi kasur terasa empuk di dalam kamar . [ [S] [A] [O],[S] negative [A] air mineral [O] tidak disediakan,[S] positive [A] kasur [O] terasa empuk,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 24136, 508, 46, 60, 27281, 827, 19048, 19262]]","[[508, 50, 60, 6785, 508, 32, 60, 47656, 324, 508, 46, 60, 1982, 15428, 8486, 3101]]"
tetapi tidak disediakan air mineral di dalam kamar . [ [O] [A] [S],tetapi kasur terasa empuk di dalam kamar . [ [O] [A] [S],[O] tidak disediakan [A] air mineral [S] negative,[O] terasa empuk [A] kasur [S] positive,"[[508, 46, 60, 27281, 827, 19048, 19262, 508, 32, 60, 3720, 24136, 508, 50, 60, 8225]]","[[508, 46, 60, 1982, 15428, 8486, 3101, 508, 32, 60, 47656, 324, 508, 50, 60, 6785]]"
tetapi tidak disediakan air mineral di dalam kamar . [ [O] [S] [A],tetapi kasur terasa empuk di dalam kamar . [ [O] [S] [A],[O] tidak disediakan [S] negative [A] air mineral,[O] terasa empuk [S] positive [A] kasur,"[[508, 46, 60, 27281, 827, 19048, 19262, 508, 50, 60, 8225, 508, 32, 60, 3720, 24136]]","[[508, 46, 60, 1982, 15428, 8486, 3101, 508, 50, 60, 6785, 508, 32, 60, 47656, 324]]"
pelayanan resepsionis cepat . [ [A] [O] [S],suara kendaraan di luar bising . [ [A] [O] [S],[A] pelayanan resepsionis [O] cepat [S] positive,[A] suara kendaraan di luar [O] bising [S] negative,"[[508, 32, 60, 281, 6895, 28618, 312, 325, 1690, 290, 285, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]","[[508, 32, 60, 913, 5059, 71748, 5059, 276, 1853, 326, 18731, 508, 46, 60, 293, 3791, 508, 50, 60, 8225]]"
pelayanan resepsionis cepat . [ [A] [S] [O],suara kendaraan di luar bising . [ [A] [S] [O],[A] pelayanan resepsionis [S] positive [O] cepat,[A] suara kendaraan di luar [S] negative [O] bising,"[[508, 32, 60, 281, 6895, 28618, 312, 325, 1690, 290, 285, 508, 50, 60, 6785, 508, 46, 60, 62090, 266]]","[[508, 32, 60, 913, 5059, 71748, 5059, 276, 1853, 326, 18731, 508, 50, 60, 8225, 508, 46, 60, 293, 3791]]"
pelayanan resepsionis cepat . [ [S] [A] [O],suara kendaraan di luar bising . [ [S] [A] [O],[S] positive [A] pelayanan resepsionis [O] cepat,[S] negative [A] suara kendaraan di luar [O] bising,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 312, 325, 1690, 290, 285, 508, 46, 60, 62090, 266]]","[[508, 50, 60, 8225, 508, 32, 60, 913, 5059, 71748, 5059, 276, 1853, 326, 18731, 508, 46, 60, 293, 3791]]"
pelayanan resepsionis cepat . [ [O] [A] [S],suara kendaraan di luar bising . [ [O] [A] [S],[O] cepat [A] pelayanan resepsionis [S] positive,[O] bising [A] suara kendaraan di luar [S] negative,"[[508, 46, 60, 62090, 266, 508, 32, 60, 281, 6895, 28618, 312, 325, 1690, 290, 285, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 3791, 508, 32, 60, 913, 5059, 71748, 5059, 276, 1853, 326, 18731, 508, 50, 60, 8225]]"
pelayanan resepsionis cepat . [ [O] [S] [A],suara kendaraan di luar bising . [ [O] [S] [A],[O] cepat [S] positive [A] pelayanan resepsionis,[O] bising [S] negative [A] suara kendaraan di luar,"[[508, 46, 60, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 312, 325, 1690, 290, 285]]","[[508, 46, 60, 293, 3791, 508, 50, 60, 8225, 508, 32, 60, 913, 5059, 71748, 5059, 276, 1853, 326, 18731]]"
good banget hotelnya . [ [A] [O] [S],berisik airnya . [ [A] [O] [S],[A] hotelnya [O] good banget [S] positive,[A] airnya [O] berisik [S] negative,"[[508, 32, 60, 9500, 22891, 508, 46, 60, 1661, 8943, 455, 508, 50, 60, 6785]]","[[508, 32, 60, 3720, 22891, 508, 46, 60, 10207, 285, 1579, 508, 50, 60, 8225]]"
good banget hotelnya . [ [A] [S] [O],berisik airnya . [ [A] [S] [O],[A] hotelnya [S] positive [O] good banget,[A] airnya [S] negative [O] berisik,"[[508, 32, 60, 9500, 22891, 508, 50, 60, 6785, 508, 46, 60, 1661, 8943, 455]]","[[508, 32, 60, 3720, 22891, 508, 50, 60, 8225, 508, 46, 60, 10207, 285, 1579]]"
good banget hotelnya . [ [S] [A] [O],berisik airnya . [ [S] [A] [O],[S] positive [A] hotelnya [O] good banget,[S] negative [A] airnya [O] berisik,"[[508, 50, 60, 6785, 508, 32, 60, 9500, 22891, 508, 46, 60, 1661, 8943, 455]]","[[508, 50, 60, 8225, 508, 32, 60, 3720, 22891, 508, 46, 60, 10207, 285, 1579]]"
good banget hotelnya . [ [O] [A] [S],berisik airnya . [ [O] [A] [S],[O] good banget [A] hotelnya [S] positive,[O] berisik [A] airnya [S] negative,"[[508, 46, 60, 1661, 8943, 455, 508, 32, 60, 9500, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 10207, 285, 1579, 508, 32, 60, 3720, 22891, 508, 50, 60, 8225]]"
good banget hotelnya . [ [O] [S] [A],berisik airnya . [ [O] [S] [A],[O] good banget [S] positive [A] hotelnya,[O] berisik [S] negative [A] airnya,"[[508, 46, 60, 1661, 8943, 455, 508, 50, 60, 6785, 508, 32, 60, 9500, 22891]]","[[508, 46, 60, 10207, 285, 1579, 508, 50, 60, 8225, 508, 32, 60, 3720, 22891]]"
hotel nyaman . terimakasih airy . [ [A] [O] [S],wifi lemot . terimakasih airy . [ [A] [O] [S],[A] hotel [O] nyaman [S] positive,[A] wifi [O] lemot [S] negative,"[[508, 32, 60, 9500, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 33417, 508, 46, 60, 512, 46828, 508, 50, 60, 8225]]"
hotel nyaman . terimakasih airy . [ [A] [S] [O],wifi lemot . terimakasih airy . [ [A] [S] [O],[A] hotel [S] positive [O] nyaman,[A] wifi [S] negative [O] lemot,"[[508, 32, 60, 9500, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 512, 46828]]"
hotel nyaman . terimakasih airy . [ [S] [A] [O],wifi lemot . terimakasih airy . [ [S] [A] [O],[S] positive [A] hotel [O] nyaman,[S] negative [A] wifi [O] lemot,"[[508, 50, 60, 6785, 508, 32, 60, 9500, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 512, 46828]]"
hotel nyaman . terimakasih airy . [ [O] [A] [S],wifi lemot . terimakasih airy . [ [O] [A] [S],[O] nyaman [A] hotel [S] positive,[O] lemot [A] wifi [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 9500, 508, 50, 60, 6785]]","[[508, 46, 60, 512, 46828, 508, 32, 60, 33417, 508, 50, 60, 8225]]"
hotel nyaman . terimakasih airy . [ [O] [S] [A],wifi lemot . terimakasih airy . [ [O] [S] [A],[O] nyaman [S] positive [A] hotel,[O] lemot [S] negative [A] wifi,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 9500]]","[[508, 46, 60, 512, 46828, 508, 50, 60, 8225, 508, 32, 60, 33417]]"
shower nya rusak . [ [A] [O] [S],toilet nya bersih . [ [A] [O] [S],[A] shower nya [O] rusak [S] negative,[A] toilet nya [O] bersih [S] positive,"[[508, 32, 60, 17196, 75189, 508, 46, 60, 52454, 585, 508, 50, 60, 8225]]","[[508, 32, 60, 26214, 75189, 508, 46, 60, 58554, 6996, 508, 50, 60, 6785]]"
shower nya rusak . [ [A] [S] [O],toilet nya bersih . [ [A] [S] [O],[A] shower nya [S] negative [O] rusak,[A] toilet nya [S] positive [O] bersih,"[[508, 32, 60, 17196, 75189, 508, 50, 60, 8225, 508, 46, 60, 52454, 585]]","[[508, 32, 60, 26214, 75189, 508, 50, 60, 6785, 508, 46, 60, 58554, 6996]]"
shower nya rusak . [ [S] [A] [O],toilet nya bersih . [ [S] [A] [O],[S] negative [A] shower nya [O] rusak,[S] positive [A] toilet nya [O] bersih,"[[508, 50, 60, 8225, 508, 32, 60, 17196, 75189, 508, 46, 60, 52454, 585]]","[[508, 50, 60, 6785, 508, 32, 60, 26214, 75189, 508, 46, 60, 58554, 6996]]"
shower nya rusak . [ [O] [A] [S],toilet nya bersih . [ [O] [A] [S],[O] rusak [A] shower nya [S] negative,[O] bersih [A] toilet nya [S] positive,"[[508, 46, 60, 52454, 585, 508, 32, 60, 17196, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 58554, 6996, 508, 32, 60, 26214, 75189, 508, 50, 60, 6785]]"
shower nya rusak . [ [O] [S] [A],toilet nya bersih . [ [O] [S] [A],[O] rusak [S] negative [A] shower nya,[O] bersih [S] positive [A] toilet nya,"[[508, 46, 60, 52454, 585, 508, 50, 60, 8225, 508, 32, 60, 17196, 75189]]","[[508, 46, 60, 58554, 6996, 508, 50, 60, 6785, 508, 32, 60, 26214, 75189]]"
airnya terlalu kecil . [ [A] [O] [S],kasur menarik sekali . [ [A] [O] [S],[A] airnya [O] terlalu kecil [S] negative,[A] kasur [O] menarik sekali [S] positive,"[[508, 32, 60, 3720, 22891, 508, 46, 60, 1982, 75, 36986, 1962, 81023, 508, 50, 60, 8225]]","[[508, 32, 60, 47656, 324, 508, 46, 60, 2953, 277, 1579, 43834, 7956, 508, 50, 60, 6785]]"
airnya terlalu kecil . [ [A] [S] [O],kasur menarik sekali . [ [A] [S] [O],[A] airnya [S] negative [O] terlalu kecil,[A] kasur [S] positive [O] menarik sekali,"[[508, 32, 60, 3720, 22891, 508, 50, 60, 8225, 508, 46, 60, 1982, 75, 36986, 1962, 81023]]","[[508, 32, 60, 47656, 324, 508, 50, 60, 6785, 508, 46, 60, 2953, 277, 1579, 43834, 7956]]"
airnya terlalu kecil . [ [S] [A] [O],kasur menarik sekali . [ [S] [A] [O],[S] negative [A] airnya [O] terlalu kecil,[S] positive [A] kasur [O] menarik sekali,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 22891, 508, 46, 60, 1982, 75, 36986, 1962, 81023]]","[[508, 50, 60, 6785, 508, 32, 60, 47656, 324, 508, 46, 60, 2953, 277, 1579, 43834, 7956]]"
airnya terlalu kecil . [ [O] [A] [S],kasur menarik sekali . [ [O] [A] [S],[O] terlalu kecil [A] airnya [S] negative,[O] menarik sekali [A] kasur [S] positive,"[[508, 46, 60, 1982, 75, 36986, 1962, 81023, 508, 32, 60, 3720, 22891, 508, 50, 60, 8225]]","[[508, 46, 60, 2953, 277, 1579, 43834, 7956, 508, 32, 60, 47656, 324, 508, 50, 60, 6785]]"
airnya terlalu kecil . [ [O] [S] [A],kasur menarik sekali . [ [O] [S] [A],[O] terlalu kecil [S] negative [A] airnya,[O] menarik sekali [S] positive [A] kasur,"[[508, 46, 60, 1982, 75, 36986, 1962, 81023, 508, 50, 60, 8225, 508, 32, 60, 3720, 22891]]","[[508, 46, 60, 2953, 277, 1579, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 47656, 324]]"
pelayanan cepat . [ [A] [O] [S],kamar nya kotor . [ [A] [O] [S],[A] pelayanan [O] cepat [S] positive,[A] kamarnya [O] kotor [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]","[[508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]"
pelayanan cepat . [ [A] [S] [O],kamar nya kotor . [ [A] [S] [O],[A] pelayanan [S] positive [O] cepat,[A] kamarnya [S] negative [O] kotor,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 62090, 266]]","[[508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225, 508, 46, 60, 595, 9887]]"
pelayanan cepat . [ [S] [A] [O],kamar nya kotor . [ [S] [A] [O],[S] positive [A] pelayanan [O] cepat,[S] negative [A] kamarnya [O] kotor,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 62090, 266]]","[[508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 595, 9887]]"
pelayanan cepat . [ [O] [A] [S],kamar nya kotor . [ [O] [A] [S],[O] cepat [A] pelayanan [S] positive,[O] kotor [A] kamarnya [S] negative,"[[508, 46, 60, 62090, 266, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 595, 9887, 508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225]]"
pelayanan cepat . [ [O] [S] [A],kamar nya kotor . [ [O] [S] [A],[O] cepat [S] positive [A] pelayanan,[O] kotor [S] negative [A] kamarnya,"[[508, 46, 60, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 595, 9887, 508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755]]"
"proses check in nya lama , padahal sudah mau istirahat . [ [A] [O] [S]","akses kamarnya cepat , padahal sudah mau istirahat . [ [A] [O] [S]",[A] proses check in nya [O] lama [S] negative,[A] akses kamarnya [O] cepat [S] positive,"[[508, 32, 60, 8709, 288, 1779, 304, 75189, 508, 46, 60, 326, 3029, 508, 50, 60, 8225]]","[[508, 32, 60, 264, 54009, 33661, 1885, 7755, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]"
"proses check in nya lama , padahal sudah mau istirahat . [ [A] [S] [O]","akses kamarnya cepat , padahal sudah mau istirahat . [ [A] [S] [O]",[A] proses check in nya [S] negative [O] lama,[A] akses kamarnya [S] positive [O] cepat,"[[508, 32, 60, 8709, 288, 1779, 304, 75189, 508, 50, 60, 8225, 508, 46, 60, 326, 3029]]","[[508, 32, 60, 264, 54009, 33661, 1885, 7755, 508, 50, 60, 6785, 508, 46, 60, 62090, 266]]"
"proses check in nya lama , padahal sudah mau istirahat . [ [S] [A] [O]","akses kamarnya cepat , padahal sudah mau istirahat . [ [S] [A] [O]",[S] negative [A] proses check in nya [O] lama,[S] positive [A] akses kamarnya [O] cepat,"[[508, 50, 60, 8225, 508, 32, 60, 8709, 288, 1779, 304, 75189, 508, 46, 60, 326, 3029]]","[[508, 50, 60, 6785, 508, 32, 60, 264, 54009, 33661, 1885, 7755, 508, 46, 60, 62090, 266]]"
"proses check in nya lama , padahal sudah mau istirahat . [ [O] [A] [S]","akses kamarnya cepat , padahal sudah mau istirahat . [ [O] [A] [S]",[O] lama [A] proses check in nya [S] negative,[O] cepat [A] akses kamarnya [S] positive,"[[508, 46, 60, 326, 3029, 508, 32, 60, 8709, 288, 1779, 304, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 62090, 266, 508, 32, 60, 264, 54009, 33661, 1885, 7755, 508, 50, 60, 6785]]"
"proses check in nya lama , padahal sudah mau istirahat . [ [O] [S] [A]","akses kamarnya cepat , padahal sudah mau istirahat . [ [O] [S] [A]",[O] lama [S] negative [A] proses check in nya,[O] cepat [S] positive [A] akses kamarnya,"[[508, 46, 60, 326, 3029, 508, 50, 60, 8225, 508, 32, 60, 8709, 288, 1779, 304, 75189]]","[[508, 46, 60, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 264, 54009, 33661, 1885, 7755]]"
kamar mandi sempit . [ [A] [O] [S],view jendela bagus . [ [A] [O] [S],[A] kamar mandi [O] sempit [S] negative,[A] view jendela [O] bagus [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]","[[508, 32, 60, 1651, 502, 408, 8294, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]"
kamar mandi sempit . [ [A] [S] [O],view jendela bagus . [ [A] [S] [O],[A] kamar mandi [S] negative [O] sempit,[A] view jendela [S] positive [O] bagus,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 74597, 275]]","[[508, 32, 60, 1651, 502, 408, 8294, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]"
kamar mandi sempit . [ [S] [A] [O],view jendela bagus . [ [S] [A] [O],[S] negative [A] kamar mandi [O] sempit,[S] positive [A] view jendela [O] bagus,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 74597, 275]]","[[508, 50, 60, 6785, 508, 32, 60, 1651, 502, 408, 8294, 508, 46, 60, 8968, 355]]"
kamar mandi sempit . [ [O] [A] [S],view jendela bagus . [ [O] [A] [S],[O] sempit [A] kamar mandi [S] negative,[O] bagus [A] view jendela [S] positive,"[[508, 46, 60, 74597, 275, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 8968, 355, 508, 32, 60, 1651, 502, 408, 8294, 508, 50, 60, 6785]]"
kamar mandi sempit . [ [O] [S] [A],view jendela bagus . [ [O] [S] [A],[O] sempit [S] negative [A] kamar mandi,[O] bagus [S] positive [A] view jendela,"[[508, 46, 60, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 1651, 502, 408, 8294]]"
kamar luas dan dekat dengan tempat wisata . [ [A] [O] [S],layanan lambat dan dekat dengan tempat wisata . [ [A] [O] [S],[A] kamar [O] luas [S] positive,[A] layanan [O] lambat [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 24743, 300, 508, 50, 60, 6785]]","[[508, 32, 60, 10962, 28618, 508, 46, 60, 38306, 266, 508, 50, 60, 8225]]"
kamar luas dan dekat dengan tempat wisata . [ [A] [S] [O],layanan lambat dan dekat dengan tempat wisata . [ [A] [S] [O],[A] kamar [S] positive [O] luas,[A] layanan [S] negative [O] lambat,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 24743, 300]]","[[508, 32, 60, 10962, 28618, 508, 50, 60, 8225, 508, 46, 60, 38306, 266]]"
kamar luas dan dekat dengan tempat wisata . [ [S] [A] [O],layanan lambat dan dekat dengan tempat wisata . [ [S] [A] [O],[S] positive [A] kamar [O] luas,[S] negative [A] layanan [O] lambat,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 24743, 300]]","[[508, 50, 60, 8225, 508, 32, 60, 10962, 28618, 508, 46, 60, 38306, 266]]"
kamar luas dan dekat dengan tempat wisata . [ [O] [A] [S],layanan lambat dan dekat dengan tempat wisata . [ [O] [A] [S],[O] luas [A] kamar [S] positive,[O] lambat [A] layanan [S] negative,"[[508, 46, 60, 24743, 300, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 38306, 266, 508, 32, 60, 10962, 28618, 508, 50, 60, 8225]]"
kamar luas dan dekat dengan tempat wisata . [ [O] [S] [A],layanan lambat dan dekat dengan tempat wisata . [ [O] [S] [A],[O] luas [S] positive [A] kamar,[O] lambat [S] negative [A] layanan,"[[508, 46, 60, 24743, 300, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 38306, 266, 508, 50, 60, 8225, 508, 32, 60, 10962, 28618]]"
pelayanan nya sangat ramah . [ [A] [O] [S],fasilitasnya terbatas . [ [A] [O] [S],[A] pelayanan nya [O] sangat ramah [S] positive,[A] fasilitasnya [O] terbatas [S] negative,"[[508, 32, 60, 281, 6895, 28618, 75189, 508, 46, 60, 70464, 17823, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 1982, 13718, 300, 508, 50, 60, 8225]]"
pelayanan nya sangat ramah . [ [A] [S] [O],fasilitasnya terbatas . [ [A] [S] [O],[A] pelayanan nya [S] positive [O] sangat ramah,[A] fasilitasnya [S] negative [O] terbatas,"[[508, 32, 60, 281, 6895, 28618, 75189, 508, 50, 60, 6785, 508, 46, 60, 70464, 17823, 1466]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225, 508, 46, 60, 1982, 13718, 300]]"
pelayanan nya sangat ramah . [ [S] [A] [O],fasilitasnya terbatas . [ [S] [A] [O],[S] positive [A] pelayanan nya [O] sangat ramah,[S] negative [A] fasilitasnya [O] terbatas,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 75189, 508, 46, 60, 70464, 17823, 1466]]","[[508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 1982, 13718, 300]]"
pelayanan nya sangat ramah . [ [O] [A] [S],fasilitasnya terbatas . [ [O] [A] [S],[O] sangat ramah [A] pelayanan nya [S] positive,[O] terbatas [A] fasilitasnya [S] negative,"[[508, 46, 60, 70464, 17823, 1466, 508, 32, 60, 281, 6895, 28618, 75189, 508, 50, 60, 6785]]","[[508, 46, 60, 1982, 13718, 300, 508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225]]"
pelayanan nya sangat ramah . [ [O] [S] [A],fasilitasnya terbatas . [ [O] [S] [A],[O] sangat ramah [S] positive [A] pelayanan nya,[O] terbatas [S] negative [A] fasilitasnya,"[[508, 46, 60, 70464, 17823, 1466, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 75189]]","[[508, 46, 60, 1982, 13718, 300, 508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891]]"
sayang wifi tidak bagus harus keluar kamar . [ [A] [O] [S],sayang interior sangat nyaman harus keluar kamar . [ [A] [O] [S],[A] wifi [O] tidak bagus [S] negative,[A] interior [O] sangat nyaman [S] positive,"[[508, 32, 60, 33417, 508, 46, 60, 27281, 8968, 355, 508, 50, 60, 8225]]","[[508, 32, 60, 14791, 508, 46, 60, 70464, 19004, 12715, 508, 50, 60, 6785]]"
